CaseNbr	Category	latitude	longitude	time
1100186	THEFT-MOTOR VEHICLE	34.027312	-118.277503	734522.506944
1100208	THEFT-MOTOR VEHICLE	34.020407	-118.282071	734522.750000
1100257	THEFT-MOTOR VEHICLE	34.028926	-118.292561	734526.798611
1100364	THEFT-PETTY	34.020598	-118.286592	734534.509722
1100387	THEFT-GRAND	34.019500	-118.280089	734535.860417
1100410	THEFT-MOTOR VEHICLE	34.025683	-118.281655	734536.958333
1100433	TRAFFIC	34.018303	-118.283409	734539.854167
1100452	TRAFFIC	34.028379	-118.288222	734541.791667
1100468	THEFT-MOTOR VEHICLE	0.000000	-0.000000	734542.750000
1100561	THEFT-MOTOR VEHICLE	34.025363	-118.294700	734549.833333
1100572	THEFT-MOTOR VEHICLE	0.000000	-0.000000	734550.666667
1100614	THEFT-MOTOR VEHICLE	0.000000	-0.000000	734554.541667
1100617	THEFT-PETTY	34.026672	-118.284165	734554.615278
1100619	THEFT-PETTY	34.026672	-118.284165	734554.692361
1100667	THEFT-MOTOR VEHICLE	34.060845	-118.206386	734549.302083
1100753	ROBBERY	34.028410	-118.282930	734563.746528
1000513	VANDALISM	34.028537	-118.285944	734181.583333
1000591	WARRANT	34.020230	-118.290650	734189.641667
1000857	VANDALISM	34.020289	-118.290330	734206.479167
1000899	WARRANT	34.028814	-118.284165	734211.819444
1000914	VANDALISM	34.032937	-118.290541	734213.791667
1000919	WARRANT	34.018303	-118.283409	734214.868750
1000950	VANDALISM	34.027390	-118.280440	734218.104167
1000961	VANDALISM	34.032928	-118.276850	734218.958333
1000977	WARRANT	34.024333	-118.283966	734220.725694
1000981	VANDALISM	34.021103	-118.281659	734220.975694
1001091	WARRANT	34.025038	-118.277997	734228.975694
1001106	VANDALISM	34.021103	-118.281659	734230.111111
1001119	WARRANT	34.018303	-118.283409	734232.031250
1001171	VANDALISM	34.021103	-118.281659	734235.947917
1001185	WARRANT	34.019742	-118.277213	734236.854167
1001252	VANDALISM	34.019906	-118.284692	734229.489583
1001262	VANDALISM	34.021571	-118.283749	734241.322917
1001378	VANDALISM	34.028540	-118.282420	734251.065972
1001406	VANDALISM	34.032928	-118.276850	734252.541667
1001420	VANDALISM	34.029410	-118.283140	734254.737500
1001450	VANDALISM	34.020407	-118.282071	734251.666667
1001474	VANDALISM	34.022915	-118.283953	734257.965278
1001478	VANDALISM	34.027240	-118.282800	734257.781250
1001484	VANDALISM	34.025494	-118.294837	734257.979167
1001521	WARRANT	34.021765	-118.282861	734260.986111
1001532	VANDALISM	34.028410	-118.282930	734256.666667
1001546	WARRANT	34.025524	-118.287581	734262.644444
1001550	VANDALISM	34.021571	-118.283749	734262.311806
1001552	VANDALISM	34.028410	-118.282930	734260.132639
1001598	VANDALISM	34.028208	-118.284657	734266.083333
1001704	WARRANT	34.025646	-118.296234	734275.791667
1001706	WARRANT	34.019871	-118.286099	734276.798611
1001753	WARRANT	34.020194	-118.285760	734282.944444
1001832	WARRANT	34.027330	-118.286150	734296.631944
1001107	ASSAULT-OTHER	34.019124	-118.287976	734230.266667
1001121	VANDALISM	34.019698	-118.282058	734232.054167
1001234	THEFT-GRAND PERSON	34.018303	-118.283409	734236.697917
1001405	VANDALISM	34.027250	-118.280160	734253.222222
1001439	ASSAULT	34.021984	-118.256939	734252.072917
1001596	SEX OFFENSE	34.030897	-118.288633	734267.059028
1001681	VANDALISM	34.022628	-118.283844	734273.708333
1001937	VANDALISM	34.019871	-118.286099	734310.458333
1002081	THEFT-GRAND PERSON	34.012760	-118.258941	734331.722222
1002291	VANDALISM	34.023349	-118.284754	734360.177083
1002607	THEFT-GRAND PERSON	34.024333	-118.283966	734382.909722
1002648	ASSAULT	34.025646	-118.296234	734384.935417
1002769	VANDALISM	34.013841	-118.282965	734392.812500
1002940	THEFT-GRAND PERSON	34.021111	-118.284830	734402.736806
1002946	ASSAULT	34.017690	-118.281912	734402.711806
1003004	ARSON	0.000000	-0.000000	734407.097222
1003034	SEX OFFENSE	0.000000	-0.000000	734405.708333
1003042	THEFT-GRAND PERSON	34.018303	-118.283409	734410.333333
1003343	VANDALISM	34.028700	-118.283530	734425.906250
1003362	THEFT-GRAND PERSON	34.025952	-118.284165	734426.753472
1003385	VANDALISM	34.024244	-118.280648	734427.750000
1003528	SEX OFFENSE	34.028410	-118.282930	734435.041667
1003626	ASSAULT	34.030363	-118.292483	734441.083333
1003728	VANDALISM	34.018139	-118.278875	734445.704861
1003947	THEFT-GRAND PERSON	0.000000	-0.000000	734459.451389
1003994	THEFT-GRAND PERSON	34.022181	-118.284466	734458.510417
1004085	VANDALISM	34.019871	-118.286099	734469.794444
1004269	VANDALISM	34.032928	-118.276850	734481.944444
1004312	VANDALISM	0.000000	-0.000000	734485.020833
1004383	VANDALISM	34.061695	-118.200179	734489.729167
1100070	VANDALISM	34.028135	-118.280852	734512.708333
1100090	VANDALISM	34.027990	-118.281520	734513.010417
1100125	THEFT-GRAND PERSON	34.015407	-118.255082	734517.072917
1100174	THEFT-GRAND PERSON	0.000000	-0.000000	734515.041667
1100189	VANDALISM	34.012760	-118.258941	734522.527083
1000756	FIRE	34.023602	-118.277369	734200.971528
1000782	TRESPASS	34.061416	-118.204854	734202.952083
1000860	TRESPASS	34.019351	-118.282112	734208.263889
1001019	TRESPASS	34.020683	-118.289490	734223.500000
1001093	FIRE	34.015353	-118.254947	734229.381944
1001199	TRESPASS	0.000000	-0.000000	734237.750000
1001202	TRESPASS	34.032928	-118.276850	734238.246528
1001299	TRESPASS	34.029342	-118.284254	734246.072917
1001358	FIRE	34.026267	-118.288365	734249.927778
1001447	HOMELAND SECURITY	34.021765	-118.282861	734256.534028
1001458	TRESPASS	34.023969	-118.288564	734257.125000
1001562	TRESPASS	34.062052	-118.201433	734380.354167
1001634	TRESPASS	34.017202	-118.281064	734268.736111
1001658	TRESPASS	34.062052	-118.201433	734271.743056
1001750	FIRE	34.019288	-118.286337	734282.625000
1001848	TRESPASS	34.026670	-118.278900	734298.822222
1001965	TRESPASS	34.060830	-118.199329	734314.472222
1002036	ALARM RESPONSE	34.028780	-118.283040	734324.145833
1002111	VEHICLE CODE	34.011000	-118.257947	734335.163889
1002271	TRESPASS	34.024044	-118.285626	734355.916667
1002274	TRESPASS	34.029550	-118.281460	734356.958333
1002444	FIRE	34.026267	-118.288365	734373.411111
1002471	TRESPASS	34.024630	-118.285635	734374.347222
1002474	FIRE	34.031454	-118.282056	734374.788194
1002507	TRESPASS	34.021103	-118.281659	734377.097222
1002652	TRESPASS	34.062425	-118.203742	734385.918750
1002660	FIRE	34.030426	-118.281857	734386.472222
1002678	TRESPASS	0.000000	-0.000000	734388.458333
1002741	TRESPASS	34.019983	-118.282509	734391.258333
1002751	VEHICLE CODE	34.028379	-118.290316	734392.072917
1003102	TRESPASS	34.021765	-118.282861	734414.385417
1003103	ALARM RESPONSE	34.062102	-118.210382	734413.833333
1003238	TRESPASS	34.030250	-118.282702	734419.055556
1003241	TRESPASS	34.020194	-118.285760	734419.461806
1003259	TRESPASS	34.022765	-118.287898	734420.833333
1003092	BATTERY	0.000000	-0.000000	734413.635417
1003109	BATTERY	34.026267	-118.288365	734414.955556
1003139	FIRE	34.019354	-118.287085	734415.500000
1003254	BATTERY	0.000000	-0.000000	734420.187500
1003366	BATTERY	0.000000	-0.000000	734427.020833
1003392	BATTERY	34.027490	-118.288680	734428.038194
1003426	BATTERY	34.019698	-118.282058	734417.250000
1003535	BATTERY	34.027790	-118.276090	734435.958333
1003634	BATTERY	34.024268	-118.287553	734441.656250
1003645	BATTERY	34.031678	-118.287286	734442.104167
1003770	FIRE	0.000000	-0.000000	734447.702778
1003772	BATTERY	34.028790	-118.283423	734447.754861
1003827	BATTERY	34.013841	-118.282965	734448.826389
1003880	BATTERY	34.027540	-118.280960	734454.064583
1003901	BATTERY	34.027060	-118.279760	734456.047222
1003934	BATTERY	34.025646	-118.296234	734458.556944
1003939	BATTERY	34.026564	-118.277042	734459.056250
1003969	BATTERY	0.000000	-0.000000	734428.791667
1004052	BATTERY	34.025680	-118.277440	734466.062500
1004277	TRESPASS	34.012760	-118.258941	734482.561806
1004290	BATTERY	34.021935	-118.280085	734483.109028
1004393	BATTERY	34.031573	-118.290465	734494.785417
1004408	BATTERY	34.025417	-118.284165	734496.197917
1100029	BATTERY	0.000000	-0.000000	734509.239583
1100107	BATTERY	34.027540	-118.280960	734516.056944
1100110	BATTERY	34.026670	-118.278900	734516.052083
1100112	BATTERY	34.028150	-118.282340	734516.062500
1100135	BATTERY	34.021935	-118.280085	734518.010417
1100813	SERVICE	34.026267	-118.288365	734567.123611
1100928	SERVICE	34.062052	-118.201433	734580.436111
1100952	BATTERY	34.032530	-118.281930	734583.708333
1100955	FIRE	34.062425	-118.203742	734583.846528
1100963	BATTERY	34.021935	-118.280085	734584.541667
1100979	BATTERY	34.025683	-118.281655	734586.706250
1101003	BATTERY	34.029537	-118.285043	734588.125000
1101030	SERVICE	34.021364	-118.286433	734590.768056
1101045	SERVICE	34.022334	-118.282518	734591.744444
1101708	BURGLARY	34.019351	-118.282112	734634.666667
1101719	BURGLARY	34.018831	-118.289536	734635.666667
1101732	PROPERTY	34.022443	-118.286036	734614.958333
1101741	BURGLARY	34.023905	-118.295716	734642.916667
1101766	BURGLARY	34.029537	-118.285043	734647.875000
1101773	PROPERTY	34.028263	-118.290549	734648.715972
1101810	BURGLARY	34.018665	-118.286794	734655.166667
1101822	PROPERTY	34.060845	-118.206386	734655.541667
1101853	PROPERTY	34.019742	-118.277213	734661.006944
1101866	BURGLARY	34.020863	-118.293656	734662.979167
1101871	PROPERTY	34.062935	-118.201393	734663.416667
1101872	PROPERTY	34.020289	-118.290330	734664.354167
1101911	ROBBERY	34.026691	-118.295885	734670.440972
1101917	THEFT-GRAND AUTO	34.021156	-118.292404	734671.395833
1101935	PROPERTY	0.000000	-0.000000	734674.583333
1101951	THEFT-GRAND AUTO	34.025646	-118.296234	734677.395833
1101981	PROPERTY	34.024333	-118.283966	734682.395833
1102060	ROBBERY	34.027000	-118.276990	734692.375000
1102113	PROPERTY	0.000000	-0.000000	734696.500000
1102121	BURGLARY	34.032928	-118.276850	734699.104167
1102140	PROPERTY	34.019742	-118.277213	734702.583333
1102149	BURGLARY	34.022408	-118.291014	734703.642361
1102150	BURGLARY	34.023890	-118.288746	734703.354167
1102195	ROBBERY	34.025525	-118.299143	734707.608333
1102200	PROPERTY	34.031835	-118.290133	734708.743056
1102203	PROPERTY	0.000000	-0.000000	734708.416667
1102217	BURGLARY	34.019708	-118.290034	734709.645833
1102222	ROBBERY	34.032928	-118.276850	734710.041667
1102264	THEFT-GRAND AUTO	34.019863	-118.294926	734712.937500
1102296	PROPERTY	34.023548	-118.288069	734717.661111
1102309	PROPERTY	34.062935	-118.201393	734718.559028
1102317	PROPERTY	34.025182	-118.282720	734718.729167
1102329	THEFT-GRAND AUTO	34.060845	-118.206386	734720.364583
1102338	BURGLARY	34.028263	-118.288964	734721.666667
1102362	BURGLARY	34.028540	-118.282420	734684.708333
1000464	NARCOTICS	34.021447	-118.281706	734179.006944
1000497	ARSON	34.021103	-118.281659	734181.291667
1000507	NARCOTICS	34.019983	-118.282509	734182.007639
1000527	NARCOTICS	34.019698	-118.282058	734183.979167
1000538	NARCOTICS	34.022083	-118.281584	734184.840278
1000745	NARCOTICS	34.025524	-118.287581	734199.701389
1000749	WEAPONS	34.019124	-118.287976	734199.930556
1000760	VEHICLE CODE	34.020732	-118.287871	734201.840278
1000778	NARCOTICS	34.021103	-118.281659	734202.929167
1000788	NARCOTICS	34.021103	-118.281659	734203.009722
1000798	NARCOTICS	34.019274	-118.290295	734204.013889
1000829	VEHICLE CODE	34.021111	-118.284830	734206.125000
1000843	VEHICLE CODE	34.028379	-118.288222	734207.089583
1000859	VEHICLE CODE	34.098029	-118.205588	734208.004861
1000867	NARCOTICS	34.024044	-118.285626	734208.718750
1000876	VEHICLE CODE	34.022083	-118.281584	734209.388889
1000934	VEHICLE CODE	34.020289	-118.290330	734217.520139
1001104	VEHICLE CODE	34.027731	-118.281040	734229.994444
1001143	NARCOTICS	34.028954	-118.278704	734233.981944
1001239	NARCOTICS	34.021103	-118.281659	734240.947917
1001320	VEHICLE CODE	34.025646	-118.296234	734248.146528
1001325	VEHICLE CODE	34.026684	-118.281777	734248.572917
1001342	ARSON	34.021103	-118.281659	734248.833333
1001534	VEHICLE CODE	34.032221	-118.288633	734262.041667
1001586	NARCOTICS	34.025524	-118.287581	734266.020139
1001630	VEHICLE CODE	34.026630	-118.278490	734270.104167
1001668	VEHICLE CODE	34.025038	-118.277997	734273.097222
1001774	WEAPONS	34.019124	-118.287976	734285.991667
1001801	NARCOTICS	34.012572	-118.258326	734290.950694
1001821	VEHICLE CODE	34.060845	-118.206386	734293.333333
1001824	NARCOTICS	34.020407	-118.282071	734295.435417
1001827	NARCOTICS	34.025524	-118.287581	734295.722222
1100790	SERVICE	34.027500	-118.280290	734566.135417
1100794	SERVICE	34.024493	-118.280704	734566.159722
1100798	SERVICE	34.021650	-118.280593	734566.375000
1100802	SERVICE	34.029889	-118.288965	734566.104167
1100818	SERVICE	34.090220	-118.212037	734566.479167
1100842	SERVICE	34.025646	-118.296234	734569.508333
1100964	SERVICE	34.029550	-118.281460	734584.965278
1100969	SERVICE	34.061416	-118.204854	734563.333333
1100976	SERVICE	34.024623	-118.287701	734586.090278
1100984	SERVICE	34.028135	-118.280852	734587.052083
1100998	SERVICE	34.030426	-118.281857	734587.708333
1100999	SERVICE	34.030426	-118.281857	734587.847222
1101010	SERVICE	34.027108	-118.276697	734588.166667
1101044	SERVICE	0.000000	-0.000000	734584.501389
1101062	SERVICE	34.061695	-118.200179	734592.593750
1101064	SERVICE	34.063762	-118.201545	734592.715278
1101087	SERVICE	34.019251	-118.283547	734594.475000
1101131	SERVICE	34.022181	-118.284466	734597.701389
1101135	SERVICE	34.028886	-118.281301	734598.187500
1101149	SERVICE	34.025421	-118.280110	734599.131944
1101166	SERVICE	34.020289	-118.290330	734599.631944
1101169	SERVICE	34.017950	-118.253384	734600.010417
1101182	SERVICE	34.021935	-118.280085	734600.541667
1101221	SERVICE	34.062052	-118.201433	734604.186111
1101236	SERVICE	34.017950	-118.253384	734604.715278
1101247	SERVICE	34.021991	-118.286080	734239.594444
1101266	SERVICE	34.061739	-118.202425	734605.607639
1101277	SERVICE	34.062052	-118.201433	734604.333333
1101278	SERVICE	34.061416	-118.204854	734607.291667
1101290	SERVICE	34.023115	-118.284308	734607.940972
1101326	SERVICE	34.021945	-118.283807	734608.454861
1101369	SERVICE	34.062580	-118.202705	734612.725000
1101374	SERVICE	34.028540	-118.283210	734612.916667
1100829	THEFT-PETTY	34.019871	-118.286099	734569.537500
1100855	THEFT-MOTOR VEHICLE	34.061665	-118.206291	734571.375000
1100892	THEFT-MOTOR VEHICLE	34.020407	-118.282071	734574.756250
1100916	THEFT-MOTOR VEHICLE	34.027310	-118.290340	734578.871528
1100934	THEFT-MOTOR VEHICLE	34.029550	-118.281460	734579.750000
1100966	THEFT-MOTOR VEHICLE	34.024037	-118.284208	734585.359722
1100973	EH&S	34.061416	-118.204854	734585.740972
1101161	THEFT-PETTY	34.026672	-118.284165	734599.562500
1101253	ROBBERY	34.030897	-118.288633	734604.892361
1101269	ROBBERY	34.028570	-118.275550	734606.704861
1101270	THEFT-GRAND	34.060090	-118.205322	734606.477778
1101275	ROBBERY	0.000000	-0.000000	734571.993056
1101312	TRAFFIC	34.027480	-118.290430	734608.708333
1101329	ROBBERY	34.030303	-118.283964	734604.902083
1101389	EH&S	34.061416	-118.204854	734614.465278
1101392	TRAFFIC	34.018303	-118.283409	734614.736111
1101488	EH&S	34.020133	-118.288242	734620.253472
1101511	THEFT-PETTY	34.061416	-118.204854	734621.675000
1101591	THEFT-MOTOR VEHICLE	34.011863	-118.253933	734626.750000
1101687	ROBBERY	34.023192	-118.294597	734637.069444
1101690	ROBBERY	34.027420	-118.291532	734637.503472
1101739	THEFT-PETTY	34.028145	-118.276016	734643.097222
1101749	THEFT-GRAND	34.018303	-118.283409	734644.859722
1101785	THEFT-MOTOR VEHICLE	34.027386	-118.283957	734648.791667
1101825	ROBBERY	34.029295	-118.291850	734656.847222
1101896	THEFT-MOTOR VEHICLE	34.019742	-118.277213	734664.833333
1101950	EH&S	34.061695	-118.200179	734677.603472
1101978	ROBBERY	34.026672	-118.284165	734681.870833
1102017	THEFT-MOTOR VEHICLE	34.024333	-118.283966	734685.479167
1102049	TRAFFIC	34.018303	-118.283409	734691.372917
1102050	TRAFFIC	34.018303	-118.283409	734691.375000
1102051	TRAFFIC	34.018303	-118.283409	734691.375000
1102052	TRAFFIC	34.018303	-118.283409	734691.454861
1102053	TRAFFIC	34.018303	-118.283409	734691.461806
1100196	SEX OFFENSE	0.000000	-0.000000	734520.875000
1100284	ASSAULT	34.025680	-118.277440	734529.052083
1100322	VANDALISM	34.029100	-118.281630	734530.909722
1100342	ASSAULT	34.025524	-118.287581	734531.959028
1100462	VANDALISM	34.020407	-118.282071	734537.645833
1100735	THEFT-GRAND PERSON	34.015944	-118.261952	734562.638889
1100827	VANDALISM	34.064421	-118.202333	734568.500000
1100987	THEFT-GRAND PERSON	0.000000	-0.000000	734587.361111
1101112	ASSAULT	34.016948	-118.263502	734596.083333
1101291	VANDALISM	34.027060	-118.279760	734607.833333
1101308	THEFT-GRAND PERSON	34.042796	-118.284130	734608.576389
1101336	ASSAULT	34.027320	-118.286800	734610.072917
1101338	SEX OFFENSE	34.027433	-118.288582	734609.708333
1101353	VANDALISM	34.027390	-118.280440	734611.968750
1101397	SEX OFFENSE	0.000000	-0.000000	734250.075000
1101498	VANDALISM	34.030275	-118.287424	734620.958333
1101525	VANDALISM	34.019629	-118.286891	734620.666667
1101556	ASSAULT	34.027418	-118.288220	734624.166667
1101932	VANDALISM	34.062580	-118.202705	734674.708333
1101993	VANDALISM	34.019976	-118.300171	734682.855556
1102641	ASSAULT-OTHER	34.024916	-118.288297	734742.958333
1103108	VANDALISM	34.027470	-118.280720	734764.041667
1103196	THEFT-GRAND PERSON	34.022071	-118.293815	734768.661806
1103212	VANDALISM	34.025524	-118.287581	734754.916667
1103788	THEFT-GRAND PERSON	34.027432	-118.287786	734801.329861
1103956	VANDALISM	34.029219	-118.287221	734807.916667
1104071	SEX OFFENSE	0.000000	-0.000000	734812.957639
1104110	VANDALISM	34.020407	-118.282071	734815.770833
1104140	VANDALISM	34.090220	-118.212037	734813.666667
1104144	THEFT-GRAND PERSON	34.018303	-118.283409	734816.822917
1104163	THEFT-GRAND PERSON	0.000000	-0.000000	734817.684028
1104196	ASSAULT-OTHER	34.025182	-118.282720	734819.583333
1104240	THEFT-GRAND PERSON	0.000000	-0.000000	734820.761111
1104362	SERVICE	34.022443	-118.286036	734827.583333
1104395	VANDALISM	34.028540	-118.282420	734828.875000
1001890	WARRANT	34.027937	-118.292686	734303.915278
1001898	VANDALISM	34.028537	-118.286773	734305.083333
1001901	ASSAULT	34.019920	-118.280504	734303.395833
1002054	WARRANT	34.027386	-118.283957	734326.617361
1002068	WARRANT	34.021832	-118.276955	734328.677083
1002119	WARRANT	34.025646	-118.296234	734335.684722
1002125	WARRANT	34.018303	-118.283409	734335.684028
1002133	WARRANT	34.028263	-118.287760	734338.027778
1002162	WARRANT	34.026672	-118.284165	734341.781944
1002169	ASSAULT	34.018303	-118.283409	734342.447917
1002179	VANDALISM	34.019920	-118.280504	734342.666667
1002198	VANDALISM	34.020289	-118.290330	734346.416667
1002236	VANDALISM	34.022408	-118.291014	734352.645833
1002238	VANDALISM	34.023883	-118.288053	734352.354167
1002251	VANDALISM	34.024789	-118.289427	734354.458333
1002287	VANDALISM	34.020228	-118.255367	734359.250000
1002346	VANDALISM	34.065366	-118.195863	734366.375000
1002400	VANDALISM	34.027540	-118.280960	734370.020833
1002414	VANDALISM	34.025182	-118.282720	734370.958333
1002438	VANDALISM	34.015353	-118.254947	734369.500000
1002520	VANDALISM	34.064421	-118.202333	734377.520833
1002564	VANDALISM	34.063762	-118.201545	734380.906250
